size,cores,time
12500, 1,263.347268
12500, 2,133.648282
12500, 3,89.891109
12500, 4,68.246112
12500, 5,54.404342
12500, 6,45.744040
12500, 7,39.231996
12500, 8,34.647834
12500, 9,30.909273
12500, 10,28.099310
12500, 11,25.538254
12500, 12,23.524138
12500, 13,21.877759
12500, 14,20.470536
12500, 15,19.184961
12500, 16,18.231453
12500, 17,17.181422
12500, 18,16.396470
12500, 19,15.586663
12500, 20,14.912507
12500, 21,14.272153
12500, 22,13.837689
12500, 23,13.430908
12500, 24,12.761077
12500, 25,12.641744
12500, 26,11.922890
12500, 27,11.676905
12500, 28,11.228240
12500, 29,10.933507
12500, 30,10.586984
12500, 31,10.256489
12500, 32,10.061758
12500, 33,9.959789
12500, 34,9.533143
12500, 35,9.457745
12500, 36,9.327854
12500, 37,8.916301
12500, 38,8.904059
12500, 39,8.562114
12500, 40,8.403598
12500, 41,8.413494
12500, 42,8.100591
12500, 43,7.979646
12500, 44,7.718030
12500, 45,7.809302
12500, 46,7.505689
12500, 47,7.398074
12500, 48,7.458458
12500, 49,13.475904
12500, 50,13.360024
12500, 51,13.164893
12500, 52,13.096877
12500, 53,12.875193
12500, 54,12.697233
12500, 55,12.561359
12500, 56,12.527012
12500, 57,13.207370
12500, 58,12.345215
12500, 59,12.295676
12500, 60,12.390053
12500, 61,12.206119
12500, 62,12.151691
12500, 63,11.856370
12500, 64,11.827063
12500, 65,11.584123
12500, 66,11.495838
12500, 67,11.372214
12500, 68,11.231849
12500, 69,11.118458
12500, 70,11.103987
12500, 71,11.142028
12500, 72,10.985121
12500, 73,10.907707
12500, 74,10.655844
12500, 75,10.526524
12500, 76,10.637799
12500, 77,10.368369
12500, 78,10.279100
12500, 79,10.354060
12500, 80,10.206285
12500, 81,10.227400
12500, 82,9.902518
12500, 83,9.841551
12500, 84,10.031756
12500, 85,9.748997
12500, 86,9.690660
12500, 87,9.635041
12500, 88,9.568165
12500, 89,9.638216
12500, 90,9.496128
12500, 91,9.522930
12500, 92,9.349639
12500, 93,9.272525
12500, 94,9.169927
12500, 95,9.158254
