size,cores,time
12500, 1, 147.724773
12500, 2, 74.616806
12500, 3, 49.370896
12500, 4, 37.363134
12500, 5, 30.143489
12500, 6, 25.554192
12500, 7, 22.146966
12500, 8, 20.167796
12500, 9, 18.207502
12500, 10, 16.720369
12500, 11, 15.579848
12500, 12, 14.666585
12500, 13, 13.901613
12500, 14, 13.246850
12500, 15, 12.814544
12500, 16, 12.005334
12500, 17, 11.367862
12500, 18, 11.115059
12500, 19, 10.526751
12500, 20, 9.882210
12500, 21, 9.534438
12500, 22, 9.447880
12500, 23, 9.350073
12500, 24, 8.989030
12500, 25, 8.180575
12500, 26, 8.386563
12500, 27, 8.906522
12500, 28, 8.151246
12500, 29, 8.230644
12500, 30, 8.981594
12500, 31, 8.806131
12500, 32, 7.963755
12500, 33, 7.311880
12500, 34, 8.614073
12500, 35, 8.244822
12500, 36, 8.176690
12500, 37, 7.417484
12500, 38, 8.009486
12500, 39, 7.198485
12500, 40, 7.586497
12500, 41, 5.918952
12500, 42, 7.720671
12500, 43, 7.466604
12500, 44, 5.543490
12500, 45, 7.403462
12500, 46, 8.153307
12500, 47, 8.876248
12500, 48, 8.073885
12500, 49, 6.222065
12500, 50, 8.106570
12500, 51, 7.225387
12500, 52, 6.815420
12500, 53, 7.019797
12500, 54, 7.421348
12500, 55, 5.611770
12500, 56, 7.170410
12500, 57, 5.745304
12500, 58, 7.825569
12500, 59, 5.635453
12500, 60, 5.062355
12500, 61, 6.706968
12500, 62, 4.315877
12500, 63, 4.972802
12500, 64, 4.225066
12500, 65, 4.232224
12500, 66, 4.184759
12500, 67, 4.148820
12500, 68, 4.134133
12500, 69, 4.134558
12500, 70, 4.074216
12500, 71, 4.032623
12500, 72, 4.000778
12500, 73, 4.007226
12500, 74, 3.940869
12500, 75, 3.933922
12500, 76, 3.919990
12500, 77, 3.865515
12500, 78, 3.870278
12500, 79, 3.790990
12500, 80, 3.849729
12500, 81, 3.773685
12500, 82, 3.800874
12500, 83, 3.729859
12500, 84, 3.751707
12500, 85, 3.716956
12500, 86, 3.667351
12500, 87, 3.734451
12500, 88, 3.616106
12500, 89, 3.781572
12500, 90, 3.661085
12500, 91, 3.667559
12500, 92, 3.609015
12500, 93, 3.585734
12500, 94, 3.549389
12500, 95, 3.625306
12500, 96, 3.550789
12500, 97, 3.550006
12500, 98, 3.666001
12500, 99, 3.546818
12500, 100, 3.649479
12500, 101, 3.492748
12500, 102, 3.597456
12500, 103, 3.456382
12500, 104, 3.454385
12500, 105, 3.465167
12500, 106, 3.461184
12500, 107, 3.416556
12500, 108, 3.543496
12500, 109, 3.449407
12500, 110, 3.447907
12500, 111, 3.407239
12500, 112, 3.458861
12500, 113, 3.433895
12500, 114, 3.325098
12500, 115, 3.349123
12500, 116, 3.417668
12500, 117, 3.365771
12500, 118, 3.363887
12500, 119, 3.486447
12500, 120, 3.400967
12500, 121, 3.349419
12500, 122, 3.366220
12500, 123, 3.424230
12500, 124, 3.407396
12500, 125, 3.780989
12500, 126, 3.465640
12500, 127, 3.524644
12500, 128, 3.402358
12500, 129, 3.515670
12500, 130, 3.641459
12500, 131, 4.723082
12500, 132, 3.953727
12500, 133, 3.437701
12500, 134, 3.566037
12500, 135, 3.688528
12500, 136, 3.549163
12500, 137, 3.429293
12500, 138, 3.392444
12500, 139, 3.435781
12500, 140, 3.493059
12500, 141, 3.354036
12500, 142, 3.292910
12500, 143, 3.365569
12500, 144, 3.540641
12500, 145, 3.327149
12500, 146, 3.372046
12500, 147, 3.423952
12500, 148, 3.426815
12500, 149, 3.330713
12500, 150, 3.509089
12500, 151, 3.554171
12500, 152, 3.546478
12500, 153, 3.327412
