size, threads, time
10000,1, 67.351136
10000,1, 67.541898
10000,1, 67.357104
10000,1, 67.323787
10000,1, 67.637964
10000,2, 34.041055
10000,2, 33.813517
10000,2, 34.166315
10000,2, 33.825677
10000,2, 33.849553
10000,3, 22.668022
10000,3, 22.608813
10000,3, 22.669143
10000,3, 22.633992
10000,3, 22.635512
10000,4, 17.043092
10000,4, 17.063581
10000,4, 17.042825
10000,4, 17.050673
10000,4, 17.052849
10000,5, 13.705192
10000,5, 13.668137
10000,5, 13.672057
10000,5, 13.670755
10000,5, 13.697074
10000,6, 11.438111
10000,6, 11.466411
10000,6, 11.442415
10000,6, 11.452696
10000,6, 11.518649
10000,7, 9.852229
10000,7, 9.893346
10000,7, 9.831840
10000,7, 9.856097
10000,7, 9.835801
10000,8, 8.666597
10000,8, 8.645545
10000,8, 8.657989
10000,8, 8.663189
10000,8, 8.662421
10000,9, 7.704129
10000,9, 7.698375
10000,9, 7.720044
10000,9, 7.740350
10000,9, 7.707987
10000,10, 6.964616
10000,10, 6.977805
10000,10, 6.959084
10000,10, 6.964454
10000,10, 6.954082
10000,11, 6.387481
10000,11, 6.360950
10000,11, 6.347413
10000,11, 6.369744
10000,11, 6.393537
10000,12, 5.942161
10000,12, 5.842470
10000,12, 5.841473
10000,12, 5.915415
10000,12, 5.844523
