size,cores,time
10000, 1, 67.255302
10000, 1, 67.594336
10000, 1, 67.564700
10000, 1, 67.309676
10000, 1, 67.349131
10000, 2, 34.792734
10000, 2, 34.332206
10000, 2, 34.369429
10000, 2, 34.332046
10000, 2, 35.186756
10000, 3, 23.407825
10000, 3, 23.063823
10000, 3, 23.056303
10000, 3, 23.056106
10000, 3, 23.045261
10000, 4, 17.409117
10000, 4, 17.419424
10000, 4, 17.408731
10000, 4, 17.663781
10000, 4, 17.393822
10000, 5, 14.012600
10000, 5, 14.028877
10000, 5, 14.047219
10000, 5, 14.026721
10000, 5, 14.041246
10000, 6, 11.815461
10000, 6, 11.828887
10000, 6, 11.830628
10000, 6, 11.845680
10000, 6, 11.810106
10000, 7, 10.217560
10000, 7, 10.226181
10000, 7, 12.063096
10000, 7, 10.218773
10000, 7, 10.229551
10000, 8, 8.955133
10000, 8, 8.952970
10000, 8, 8.950877
10000, 8, 8.954838
10000, 8, 8.966686
10000, 9, 8.047910
10000, 9, 8.064373
10000, 9, 8.045571
10000, 9, 8.022763
10000, 9, 7.997977
10000, 10, 7.278181
10000, 10, 7.280435
10000, 10, 7.263925
10000, 10, 7.251749
10000, 10, 7.259696
10000, 11, 6.678263
10000, 11, 6.672360
10000, 11, 6.791355
10000, 11, 7.076089
10000, 11, 6.674736
10000, 12, 6.171528
10000, 12, 6.168015
10000, 12, 6.145239
10000, 12, 6.143621
10000, 12, 6.163258
10000, 13, 5.711807
10000, 13, 5.704913
10000, 13, 5.713502
10000, 13, 5.715151
10000, 13, 9.603467
10000, 14, 5.355402
10000, 14, 5.379419
10000, 14, 5.352702
10000, 14, 5.379691
10000, 14, 5.370554
10000, 15, 5.014909
10000, 15, 5.041868
10000, 15, 5.030537
10000, 15, 5.013967
10000, 15, 5.054030
10000, 16, 4.750093
10000, 16, 4.763635
10000, 16, 4.745753
10000, 16, 4.740998
10000, 16, 7.016339
10000, 17, 4.535129
10000, 17, 4.517888
10000, 17, 4.492748
10000, 17, 4.501837
10000, 17, 4.496958
10000, 18, 4.280717
10000, 18, 4.305611
10000, 18, 4.300065
10000, 18, 4.283707
10000, 18, 4.305488
10000, 19, 4.153419
10000, 19, 4.132456
10000, 19, 4.132185
10000, 19, 4.104065
10000, 19, 4.138781
10000, 20, 3.901319
10000, 20, 3.903461
10000, 20, 6.148500
10000, 20, 3.902445
10000, 20, 3.899217
10000, 21, 3.748468
10000, 21, 3.746358
10000, 21, 3.744374
10000, 21, 3.747025
10000, 21, 3.756001
10000, 22, 3.622222
10000, 22, 3.619955
10000, 22, 3.616754
10000, 22, 3.622749
10000, 22, 3.625180
10000, 23, 3.576748
10000, 23, 3.495038
10000, 23, 3.491885
10000, 23, 3.491355
10000, 23, 3.488267
10000, 24, 3.438999
10000, 24, 3.384766
10000, 24, 9.166687
10000, 24, 3.375156
10000, 24, 3.384699
10000, 25, 3.509107
10000, 25, 3.250660
10000, 25, 3.257208
10000, 25, 3.250869
10000, 25, 3.259813
10000, 26, 3.229119
10000, 26, 3.162228
10000, 26, 3.172414
10000, 26, 3.171567
10000, 26, 3.168957
10000, 27, 3.118726
10000, 27, 3.043402
10000, 27, 3.048790
10000, 27, 3.052475
10000, 27, 3.057317
10000, 28, 2.971617
10000, 28, 2.987309
10000, 28, 2.974436
10000, 28, 7.796850
10000, 28, 2.987800
10000, 29, 2.890904
10000, 29, 2.887766
10000, 29, 2.883029
10000, 29, 2.898688
10000, 29, 2.886553
10000, 30, 2.809342
10000, 30, 2.818944
10000, 30, 2.808221
10000, 30, 2.817767
10000, 30, 2.895005
10000, 31, 2.746230
10000, 31, 2.752440
10000, 31, 2.752869
10000, 31, 8.946943
10000, 31, 2.741694
10000, 32, 2.645005
10000, 32, 2.663577
10000, 32, 2.662025
10000, 32, 2.656263
10000, 32, 2.665300
10000, 33, 2.628975
10000, 33, 2.682352
10000, 33, 2.638365
10000, 33, 2.624269
10000, 33, 2.629640
10000, 34, 2.547704
10000, 34, 2.545865
10000, 34, 2.633893
10000, 34, 2.541962
10000, 34, 8.245644
10000, 35, 2.508166
10000, 35, 2.504559
10000, 35, 2.505506
10000, 35, 2.588617
10000, 35, 2.510694
10000, 36, 2.442372
10000, 36, 2.441572
10000, 36, 2.430178
10000, 36, 2.444936
10000, 36, 2.495603
10000, 37, 2.394237
10000, 37, 2.385816
10000, 37, 2.386125
10000, 37, 2.391038
10000, 37, 2.385996
10000, 38, 9.282753
10000, 38, 2.345072
10000, 38, 2.339972
10000, 38, 2.342007
10000, 38, 2.340870
10000, 39, 2.289304
10000, 39, 2.293117
10000, 39, 2.291054
10000, 39, 2.303624
10000, 39, 2.287920
10000, 40, 2.240822
10000, 40, 2.244214
10000, 40, 2.240034
10000, 40, 2.236305
10000, 40, 2.247826
10000, 41, 2.263335
10000, 41, 2.216155
10000, 41, 6.603800
10000, 41, 2.216862
10000, 41, 2.228242
10000, 42, 2.181207
10000, 42, 2.164124
10000, 42, 2.163692
10000, 42, 2.173586
10000, 42, 2.191208
10000, 43, 2.129479
10000, 43, 2.136763
10000, 43, 2.130371
10000, 43, 2.132413
10000, 43, 2.132239
10000, 44, 2.091882
10000, 44, 2.097736
10000, 44, 2.099168
10000, 44, 2.096654
10000, 44, 8.540200
10000, 45, 2.089139
10000, 45, 2.056034
10000, 45, 2.064182
10000, 45, 2.057328
10000, 45, 2.060303
10000, 46, 2.038183
10000, 46, 2.029628
10000, 46, 2.037700
10000, 46, 2.032460
10000, 46, 2.033169
10000, 47, 2.001729
10000, 47, 1.997854
10000, 47, 2.248006
10000, 47, 5.422233
10000, 47, 1.999387
10000, 48, 1.978369
10000, 48, 1.970321
10000, 48, 1.979077
10000, 48, 1.981780
10000, 48, 2.039682
