size,cores,time
25000, 1, 592.518248
25000, 2, 298.003022
25000, 3, 198.640722
25000, 4, 150.034678
25000, 5, 121.216647
25000, 6, 102.722203
25000, 7, 88.948526
25000, 8, 81.492735
25000, 9, 73.171694
25000, 10, 67.290481
25000, 11, 62.603084
25000, 12, 58.992799
25000, 13, 55.726938
25000, 14, 53.267610
25000, 15, 51.544974
25000, 16, 46.249644
25000, 17, 43.992432
25000, 18, 42.202857
25000, 19, 40.448311
25000, 20, 38.991980
25000, 21, 37.531426
25000, 22, 36.416001
25000, 23, 35.380992
25000, 24, 34.171168
25000, 25, 33.255517
25000, 26, 32.504343
25000, 27, 31.389731
25000, 28, 30.836459
25000, 29, 29.827343
25000, 30, 29.343736
25000, 31, 28.594897
25000, 32, 28.508423
25000, 33, 27.890046
25000, 34, 27.135700
25000, 35, 26.758733
25000, 36, 26.479345
25000, 37, 25.498972
25000, 38, 25.242739
25000, 39, 25.299677
25000, 40, 24.777976
25000, 41, 24.128830
25000, 42, 23.723891
25000, 43, 23.762274
25000, 44, 23.076161
25000, 45, 22.901635
25000, 46, 22.914482
25000, 47, 22.226722
25000, 48, 22.458846
25000, 49, 22.413325
25000, 50, 21.707304
25000, 51, 21.550149
25000, 52, 21.927089
25000, 53, 21.262813
25000, 54, 21.014346
25000, 55, 21.324525
25000, 56, 20.518119
25000, 57, 20.538011
25000, 58, 20.027743
25000, 59, 19.888478
25000, 60, 19.850857
25000, 61, 20.348392
25000, 62, 19.341467
25000, 63, 19.743148
25000, 64, 19.567858
25000, 65, 18.753322
25000, 66, 19.082665
25000, 67, 18.792026
25000, 68, 18.603956
25000, 69, 18.830000
25000, 70, 18.753009
25000, 71, 18.345727
25000, 72, 18.595821
25000, 73, 18.718720
25000, 74, 18.239565
25000, 75, 18.266406
25000, 76, 18.201720
25000, 77, 18.488191
25000, 78, 18.159687
25000, 79, 17.326198
25000, 80, 18.034809
25000, 81, 18.273692
25000, 82, 17.465877
25000, 83, 18.104985
25000, 84, 18.995101
25000, 85, 17.704730
25000, 86, 18.134579
25000, 87, 18.984552
25000, 88, 17.145277
25000, 89, 17.725687
25000, 90, 18.223321
25000, 91, 18.276805
25000, 92, 17.930075
25000, 93, 18.537492
25000, 94, 17.346654
25000, 95, 17.618901
25000, 96, 17.262010
25000, 97, 17.598657
25000, 98, 17.694681
25000, 99, 18.132674
25000, 100, 15.443763
25000, 101, 17.956773
25000, 102, 18.172375
25000, 103, 17.790525
25000, 104, 18.975977
25000, 105, 17.692940
25000, 106, 18.589539
25000, 107, 19.492270
25000, 108, 33.771311
25000, 109, 58.829925
25000, 110, 24.134852
25000, 111, 23.183856
25000, 112, 19.051750
25000, 113, 21.572003
25000, 114, 19.903903
25000, 115, 23.158370
25000, 116, 28.881323
25000, 117, 21.844761
25000, 118, 23.437450
25000, 119, 22.918699
25000, 120, 23.296127
25000, 121, 21.880192
25000, 122, 21.915814
25000, 123, 22.436193
25000, 124, 30.794207
25000, 125, 15.010669
25000, 126, 39.331739
25000, 127, 30.484397
25000, 128, 23.684967
25000, 129, 24.760429
25000, 130, 21.595326
25000, 131, 18.033134
25000, 132, 19.213718
25000, 133, 16.362239
25000, 134, 25.022026
25000, 135, 23.375041
25000, 136, 23.425697
25000, 137, 22.628458
25000, 138, 25.350267
25000, 139, 24.944295
25000, 140, 25.279026
25000, 141, 16.453390
25000, 142, 17.197835
25000, 143, 19.770758
25000, 144, 20.067552
25000, 145, 20.578299
25000, 146, 20.635158
25000, 147, 20.569782
25000, 148, 18.760097
25000, 149, 20.285789
25000, 150, 18.924676
25000, 151, 18.627433
25000, 152, 19.794099
25000, 153, 16.645656
25000, 154, 20.075767
25000, 155, 17.877346
25000, 156, 20.431374
25000, 157, 19.639616
25000, 158, 14.182171
25000, 159, 20.052224
25000, 160, 19.820442
25000, 161, 18.584143
25000, 162, 17.507460
25000, 163, 18.229658
25000, 164, 15.162871
25000, 165, 18.050496
25000, 166, 17.426366
25000, 167, 18.956747
25000, 168, 20.007134
25000, 169, 18.594020
25000, 170, 19.711072
25000, 171, 20.834223
25000, 172, 20.184014
25000, 173, 18.092291
25000, 174, 19.593303
25000, 175, 13.933672
25000, 176, 17.979037
25000, 177, 13.229898
25000, 178, 13.606705
25000, 179, 13.877637
25000, 180, 14.758706
25000, 181, 14.786315
25000, 182, 15.855036
25000, 183, 12.954390
25000, 184, 15.287962
25000, 185, 13.077240
25000, 186, 13.088241
25000, 187, 13.444369
25000, 188, 15.622186
25000, 189, 14.406690
25000, 190
