Matrix Size,Elapsed Time (s),GFLOPS
2000,.20134,795.29071
4000,.66600,1923.69126
6000,.21007,2056.58765
8000,.71027,1441.73812
10000,1.32471,1509.79866
12000,2.39998,1694.39826
14000,2.96620,1860.50048
16000,3.69465,2217.39455
18000,6.17937,1887.63103
20000,7.75746,2062.58731
