Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,31.87459,62.99038
4,10000,12.85887,155.54662
5,10000,10.25100,195.11242
6,10000,6.64847,303.74975
7,10000,6.50168,307.78310
8,10000,4.72227,423.66542
9,10000,4.95949,408.39565
10,10000,4.29624,466.00114
11,10000,4.08337,508.85007
12,10000,3.24759,615.85407
13,10000,3.25058,615.38256
14,10000,2.91192,686.86265
15,10000,2.74705,728.14413
16,10000,2.75380,726.39953
