Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,43.44885,46.03117
2,10000,23.34479,85.67345
4,10000,11.79351,169.58728
16,10000,3.51442,569.29416
32,10000,3.45012,579.83311
48,10000,4.00216,514.04585
64,10000,3.44608,580.39078
80,10000,3.59502,556.32640
96,10000,3.77878,529.27385
112,10000,3.73100,536.04887
128,10000,3.75858,532.11599
