Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,42.50802,47.05066
2,10000,21.79816,91.75187
4,10000,11.84168,168.89683
16,10000,3.28382,640.45718
32,10000,2.29729,870.60335
48,10000,2.19792,909.95736
64,10000,2.49169,803.00149
80,10000,2.46957,809.96067
96,10000,2.36568,845.43476
112,10000,2.77785,720.00119
128,10000,3.44033,644.55663
