Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,20.68841,96.67311
2,10000,11.42769,179.93104
4,10000,5.62541,355.53339
16,10000,1.52208,1314.53457
32,10000,1.54261,1296.55103
48,10000,1.69815,1177.77569
64,10000,1.67510,1194.13696
80,10000,1.74996,1142.89997
96,10000,1.80442,1108.41493
112,10000,1.70871,1170.56409
128,10000,1.65479,1208.65315
