Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,20.69364,96.64838
2,10000,10.55201,189.53949
4,10000,5.47875,365.04928
16,10000,1.51156,1323.13909
32,10000,1.18768,1683.96406
48,10000,1.15238,1735.53919
64,10000,1.32232,1512.63797
80,10000,1.39024,1438.63364
96,10000,1.28218,1559.86935
112,10000,1.68003,1190.48202
128,10000,1.75175,1141.78540
