Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,14.43972,138.50732
2,10000,8.32600,240.21261
4,10000,3.92329,509.77852
6,10000,2.59678,770.18386
8,10000,1.89167,1057.26526
10,10000,1.52506,1311.42296
12,10000,1.29150,1548.59023
14,10000,1.44624,1812.22805
16,10000,.94516,2116.04787
18,10000,.85316,2344.22121
20,10000,.79800,2506.34898
22,10000,.73126,2735.02387
24,10000,.66472,3008.80804
