Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,30.36330,65.86925
2,10000,16.25021,123.07720
4,10000,7.90081,253.13893
6,10000,5.30243,377.18619
8,10000,4.29581,465.64576
10,10000,3.45082,579.57205
12,10000,2.67503,747.65718
14,10000,2.37568,841.86321
16,10000,2.14212,933.66107
18,10000,1.94502,1028.27599
20,10000,1.79377,1114.97770
22,10000,1.65755,1206.59684
24,10000,1.62120,1233.66388
