size,cores,time
10000,1,58.778912
10000,1,59.118613
10000,1,58.804743
10000,1,58.791753
10000,1,58.802772
10000,2,29.337522
10000,2,29.302463
10000,2,29.316388
10000,2,29.314538
10000,2,29.310316
10000,3,19.720459
10000,3,19.702128
10000,3,19.705086
10000,3,19.704728
10000,3,19.709632
10000,4,15.186111
10000,4,15.185963
10000,4,15.204933
10000,4,15.207297
10000,4,15.209645
10000,5,12.045768
10000,5,12.050763
10000,5,12.046746
10000,5,12.046686
10000,5,12.038322
10000,6,10.553779
10000,6,10.529959
10000,6,10.563175
10000,6,10.531315
10000,6,10.532626
10000,7,8.734794
10000,7,8.744377
10000,7,8.743700
10000,7,8.741045
10000,7,8.740647
10000,8,8.112893
10000,8,8.098662
10000,8,8.110234
10000,8,8.104336
10000,8,8.253754
10000,9,7.166583
10000,9,7.152879
10000,9,7.184942
10000,9,7.158575
10000,9,7.163555
10000,10,6.580460
10000,10,6.580825
10000,10,6.585168
10000,10,6.571872
10000,10,6.554640
10000,11,6.057930
10000,11,6.044407
10000,11,6.070942
10000,11,6.046535
10000,11,6.050064
10000,12,5.639992
10000,12,5.678233
10000,12,5.675661
10000,12,5.707980
10000,12,5.638547
10000,13,5.517899
10000,13,5.574834
10000,13,5.505200
10000,13,5.523973
10000,13,5.585350
10000,14,5.183922
10000,14,5.176968
10000,14,5.273453
10000,14,5.200785
10000,14,5.176029
10000,15,4.999300
10000,15,4.928198
10000,15,4.910170
10000,15,4.910636
10000,15,4.986239
10000,16,4.159920
10000,16,4.162020
10000,16,4.176208
10000,16,4.246460
10000,16,4.161480
10000,17,3.954107
10000,17,3.937397
10000,17,4.020153
10000,17,3.948454
10000,17,3.944119
10000,18,3.759807
10000,18,3.836211
10000,18,3.764142
10000,18,3.778761
10000,18,3.757887
10000,19,3.763394
10000,19,3.569499
10000,19,3.591035
10000,19,3.582226
10000,19,3.594261
10000,20,3.445149
10000,20,3.456471
10000,20,3.456418
10000,20,3.439960
10000,20,3.432501
10000,21,3.306775
10000,21,3.294566
10000,21,3.281995
10000,21,3.283620
10000,21,3.296520
10000,22,3.196113
10000,22,3.200608
10000,22,3.155775
10000,22,3.182163
10000,22,3.171715
10000,23,3.111120
10000,23,3.039611
10000,23,3.078458
10000,23,3.078666
10000,23,3.072313
10000,24,2.997287
10000,24,2.971605
10000,24,2.960126
10000,24,3.022360
10000,24,3.016845
10000,25,3.287134
10000,25,2.881552
10000,25,2.889460
10000,25,2.895262
10000,25,2.907835
10000,26,2.842387
10000,26,2.812703
10000,26,2.786185
10000,26,2.787534
10000,26,2.788634
10000,27,2.720313
10000,27,2.725170
10000,27,2.722322
10000,27,2.715306
10000,27,2.782623
10000,28,2.649752
10000,28,2.656942
10000,28,2.667588
10000,28,2.663850
10000,28,2.721549
10000,29,2.596500
10000,29,2.535954
10000,29,2.536778
10000,29,2.640253
10000,29,2.556431
10000,30,2.508594
10000,30,2.496868
10000,30,2.501998
10000,30,2.575152
10000,30,2.497346
10000,31,2.419498
10000,31,2.424368
10000,31,2.433865
10000,31,2.501062
10000,31,2.420323
10000,32,2.370414
10000,32,2.379416
10000,32,2.467492
10000,32,2.410395
10000,32,2.385551
10000,33,2.338601
10000,33,2.325003
10000,33,2.384001
10000,33,2.306821
10000,33,2.363193
10000,34,2.288530
10000,34,2.282533
10000,34,2.353451
10000,34,2.262464
10000,34,2.268182
10000,35,2.198602
10000,35,2.206681
10000,35,2.310334
10000,35,2.238808
10000,35,2.218520
10000,36,2.204667
10000,36,2.185374
10000,36,2.276991
10000,36,2.193362
10000,36,2.174707
10000,37,2.149846
10000,37,2.151918
10000,37,2.217723
10000,37,2.136887
10000,37,2.120862
10000,38,2.088008
10000,38,2.085310
10000,38,2.088844
10000,38,2.087258
10000,38,2.086818
10000,39,2.045261
10000,39,2.060710
10000,39,2.056015
10000,39,2.035115
10000,39,2.044793
10000,40,2.034093
10000,40,2.032118
10000,40,2.021708
10000,40,2.013216
10000,40,2.019423
10000,41,1.980508
10000,41,1.980060
10000,41,1.978708
10000,41,2.015312
10000,41,1.971950
10000,42,1.942321
10000,42,1.959963
10000,42,1.945820
10000,42,1.968922
10000,42,1.959348
10000,43,1.918402
10000,43,1.924909
10000,43,1.923456
10000,43,1.916919
10000,43,1.926160
10000,44,1.876291
10000,44,1.881437
10000,44,1.883805
10000,44,1.881664
10000,44,1.883992
10000,45,1.874476
10000,45,1.874604
10000,45,1.876686
10000,45,1.897500
10000,45,1.896468
10000,46,1.861229
10000,46,1.857254
10000,46,1.853948
10000,46,1.889407
10000,46,1.852875
10000,47,1.862509
10000,47,1.836059
10000,47,1.836341
10000,47,1.826327
10000,47,1.814458
10000,48,1.790484
10000,48,1.762124
10000,48,1.784985
10000,48,1.853781
10000,48,1.801686
