size,cores,time
17500,1,178.511134
17500,1,179.126402
17500,1,179.310115
17500,1,178.500576
17500,1,178.492783
17500,2,89.829385
17500,2,89.860152
17500,2,89.869749
17500,2,89.924987
17500,2,89.861490
17500,3,60.285542
17500,3,60.271230
17500,3,60.274881
17500,3,60.290900
17500,3,60.302525
17500,4,46.589694
17500,4,46.582860
17500,4,46.584516
17500,4,46.553509
17500,4,46.533667
17500,5,36.854868
17500,5,36.856550
17500,5,36.857138
17500,5,36.867944
17500,5,36.860730
17500,6,32.309170
17500,6,32.309826
17500,6,32.322990
17500,6,32.304873
17500,6,32.413144
17500,7,26.782963
17500,7,26.739970
17500,7,26.761781
17500,7,26.758188
17500,7,26.726061
17500,8,25.093241
17500,8,25.080342
17500,8,25.117823
17500,8,25.102136
17500,8,25.118808
17500,9,22.380662
17500,9,22.373951
17500,9,22.402443
17500,9,22.380163
17500,9,22.389201
17500,10,20.377368
17500,10,20.390390
17500,10,20.321272
17500,10,20.412763
17500,10,20.342180
17500,11,18.778547
17500,11,19.498130
17500,11,18.784801
17500,11,18.842957
17500,11,18.951808
17500,12,17.724247
17500,12,17.745135
17500,12,17.504425
17500,12,18.221016
17500,12,17.723849
17500,13,17.257676
17500,13,17.044570
17500,13,17.054621
17500,13,17.261478
17500,13,17.085997
17500,14,16.176000
17500,14,16.381974
17500,14,16.228712
17500,14,16.257939
17500,14,16.063619
17500,15,15.477910
17500,15,15.310882
17500,15,15.497164
17500,15,15.273060
17500,15,15.496402
17500,16,12.728555
17500,16,12.970431
17500,16,13.168522
17500,16,12.744797
17500,16,12.958237
17500,17,12.139879
17500,17,12.316566
17500,17,12.082200
17500,17,12.335631
17500,17,12.084223
17500,18,11.723205
17500,18,11.517037
17500,18,11.720460
17500,18,11.509401
17500,18,11.738767
17500,19,10.967236
17500,19,11.199196
17500,19,10.980953
17500,19,10.983342
17500,19,10.950079
17500,20,10.550906
17500,20,10.535250
17500,20,10.829003
17500,20,10.535763
17500,20,10.752543
17500,21,10.087433
17500,21,10.121535
17500,21,10.322860
17500,21,10.092302
17500,21,10.077232
17500,22,9.684801
17500,22,9.896808
17500,22,9.704088
17500,22,9.924168
17500,22,9.683925
17500,23,9.653651
17500,23,9.432150
17500,23,9.764469
17500,23,9.431215
17500,23,9.407295
17500,24,9.304100
17500,24,9.118745
17500,24,9.251711
17500,24,9.281331
17500,24,9.100741
17500,25,9.633962
17500,25,8.836662
17500,25,8.828888
17500,25,8.892078
17500,25,8.845387
17500,26,8.696526
17500,26,8.494622
17500,26,8.537752
17500,26,8.770448
17500,26,8.519961
17500,27,8.283728
17500,27,8.338166
17500,27,8.265661
17500,27,8.477388
17500,27,8.412582
17500,28,8.041097
17500,28,8.025352
17500,28,8.013003
17500,28,8.244680
17500,28,8.048174
17500,29,7.816001
17500,29,8.014282
17500,29,7.809977
17500,29,7.805617
17500,29,7.992342
17500,30,7.638182
17500,30,7.649227
17500,30,7.646548
17500,30,7.651257
17500,30,7.859628
17500,31,7.395666
17500,31,7.412646
17500,31,7.616267
17500,31,7.405088
17500,31,7.391314
17500,32,7.467668
17500,32,7.242018
17500,32,7.469802
17500,32,7.283686
17500,32,7.264737
17500,33,7.278554
17500,33,7.096427
17500,33,7.005489
17500,33,7.215063
17500,33,7.030067
17500,34,6.921966
17500,34,6.932230
17500,34,7.242917
17500,34,6.920192
17500,34,6.899091
17500,35,7.217936
17500,35,6.798088
17500,35,6.792428
17500,35,7.017949
17500,35,6.796928
17500,36,6.632813
17500,36,6.633866
17500,36,6.647198
17500,36,6.840490
17500,36,6.616289
17500,37,6.539793
17500,37,6.458857
17500,37,6.531013
17500,37,6.544959
17500,37,6.462074
17500,38,6.578137
17500,38,6.382392
17500,38,6.361228
17500,38,6.387286
17500,38,6.376224
17500,39,6.293432
17500,39,6.286481
17500,39,6.509201
17500,39,6.266005
17500,39,6.280745
17500,40,6.377448
17500,40,6.166403
17500,40,6.157853
17500,40,6.473598
17500,40,6.164152
17500,41,6.048492
17500,41,6.243187
17500,41,6.018582
17500,41,6.030251
17500,41,6.029410
17500,42,5.891837
17500,42,5.902343
17500,42,5.911366
17500,42,5.983522
17500,42,5.901981
17500,43,5.829246
17500,43,5.788964
17500,43,5.803895
17500,43,5.796270
17500,43,5.811766
17500,44,6.023645
17500,44,5.855552
17500,44,5.779199
17500,44,6.005115
17500,44,5.778295
17500,45,5.677619
17500,45,5.686342
17500,45,5.679085
17500,45,5.679334
17500,45,5.668681
17500,46,5.663047
17500,46,5.578835
17500,46,5.585550
17500,46,5.810041
17500,46,5.610032
17500,47,5.490637
17500,47,5.498724
17500,47,5.474164
17500,47,5.492260
17500,47,5.486957
17500,48,5.668011
17500,48,5.443680
17500,48,5.432969
17500,48,5.435058
17500,48,5.601139
