size,cores,time
10000,1,1.037819
10000,1,1.039382
10000,1,1.039281
10000,1,1.039729
10000,1,1.041163
14142,2,0.008362
14142,2,0.008973
14142,2,0.014156
14142,2,0.008193
14142,2,0.008933
17321,3,0.016639
17321,3,0.025608
17321,3,0.008766
17321,3,0.008707
17321,3,0.008283
20000,4,0.016397
20000,4,0.006557
20000,4,0.008737
20000,4,0.008467
20000,4,0.008212
22361,5,0.008143
22361,5,0.008203
22361,5,0.009821
22361,5,0.007582
22361,5,0.008398
24496,6,0.016796
24496,6,0.017169
24496,6,0.008311
24496,6,0.007422
24496,6,0.016881
26458,7,0.008539
26458,7,0.024608
26458,7,0.007611
26458,7,0.017610
26458,7,0.007724
28284,8,0.007310
28284,8,0.010349
28284,8,0.008271
28284,8,0.018447
28284,8,0.008729
30000,9,0.027704
30000,9,0.009015
30000,9,0.007597
30000,9,0.018676
30000,9,0.011377
