Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,20.79869,96.16004
2,10000,11.23485,178.01819
4,10000,5.63437,354.96512
16,10000,1.48462,1347.17160
32,10000,1.22484,1632.90584
48,10000,1.37924,1975.30011
64,10000,1.16842,1711.72583
80,10000,1.36488,1466.08938
96,10000,1.29688,1542.41520
112,10000,1.76883,1130.81316
128,10000,1.83527,1089.79109
