Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,41.81970,47.82583
2,10000,23.34521,86.57922
4,10000,11.45712,174.57634
16,10000,2.91239,686.71995
32,10000,2.62119,763.01103
48,10000,2.29419,871.76662
64,10000,2.56577,779.70125
80,10000,2.63019,760.40729
96,10000,2.53442,789.14676
112,10000,2.92832,683.06572
128,10000,3.55317,647.92427
