Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,31.52272,64.05908
2,10000,16.52717,121.01399
4,10000,12.27399,162.99241
16,10000,2.74860,727.70803
32,10000,1.54579,1293.94046
48,10000,1.35482,1476.48986
64,10000,1.30591,1531.90208
80,10000,1.22267,1635.88758
96,10000,1.34783,1483.96164
112,10000,1.42523,1403.79651
128,10000,1.20735,1656.76512
