Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,32.35943,62.07875
2,10000,16.79726,119.07246
4,10000,11.22671,179.44373
16,10000,2.68416,745.16012
32,10000,1.65477,1208.93035
48,10000,1.51330,1321.61432
64,10000,1.56532,1277.72008
80,10000,1.50523,1328.70657
96,10000,1.42498,1403.57645
112,10000,1.38032,1449.21383
128,10000,1.27963,1563.49972
