Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,14.71855,135.88714
2,10000,8.86960,225.49375
3,10000,5.64033,354.65225
4,10000,4.26100,470.19700
5,10000,3.29264,607.55113
6,10000,2.78149,719.31737
7,10000,2.38635,838.29486
8,10000,2.13230,1001.75650
9,10000,1.75985,1137.11810
10,10000,1.59388,1256.34898
