Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,15.22986,131.32260
2,10000,7.83940,255.12177
3,10000,5.12919,389.92532
4,10000,3.78408,528.52970
5,10000,3.29727,607.05084
6,10000,2.50342,798.93867
7,10000,2.30450,868.10342
8,10000,2.47997,981.97124
9,10000,1.73533,1152.63743
10,10000,1.52203,1314.04277
