Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,30.69937,65.14919
2,10000,18.42804,109.51887
3,10000,11.58302,173.91001
4,10000,9.20701,217.56788
5,10000,6.92020,289.22123
6,10000,6.35771,314.57924
7,10000,4.69224,426.26563
8,10000,4.22034,473.89496
9,10000,3.90677,511.93307
10,10000,3.68928,542.11145
