Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,15.25478,132.18737
2,10000,9.18933,217.75906
3,10000,5.59813,357.33732
4,10000,4.34056,460.88157
5,10000,3.29102,608.19028
6,10000,2.83358,706.15548
7,10000,2.35652,849.54086
8,10000,2.69212,966.56538
9,10000,1.78178,1122.49706
10,10000,1.58440,1262.30575
