Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,15.19221,131.64688
2,10000,7.82156,255.71072
3,10000,5.22499,391.03312
4,10000,3.78457,528.46117
5,10000,3.18399,628.14194
6,10000,2.49821,800.57174
7,10000,2.22626,898.36890
8,10000,1.94535,1028.09587
9,10000,1.71502,1166.16942
10,10000,1.51897,1316.68166
