Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,29.97553,66.83201
2,10000,15.27770,131.29585
3,10000,9.97772,200.44745
4,10000,7.39202,270.56570
5,10000,6.61802,326.49790
6,10000,4.86484,411.11307
7,10000,4.27930,467.36560
8,10000,3.77047,530.45232
9,10000,3.31065,604.11141
10,10000,2.95890,675.92524
