Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,20.60239,97.08107
4,10000,5.30419,377.06346
5,10000,4.20738,475.36111
6,10000,3.61164,553.80289
7,10000,3.14785,635.37863
8,10000,2.77145,721.65338
9,10000,2.51667,794.73334
10,10000,2.24524,890.86364
11,10000,2.13330,937.55521
12,10000,1.93278,1034.83490
13,10000,1.80330,1109.10962
14,10000,1.71973,1162.98110
15,10000,1.64705,1214.35546
16,10000,1.51350,1321.45478
