Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,42.28838,47.46898
4,10000,11.78473,169.73596
5,10000,8.86915,225.51436
6,10000,7.88084,253.78170
7,10000,6.40706,312.23459
8,10000,5.82751,344.08936
9,10000,5.32591,390.55282
10,10000,4.87141,411.22552
11,10000,4.24862,470.78584
12,10000,3.82425,522.97867
13,10000,3.82862,522.38366
14,10000,3.34515,597.88125
15,10000,3.14504,635.95666
16,10000,2.86734,697.52089
