Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,20.58035,97.18075
4,10000,5.40383,370.10861
5,10000,4.25586,469.94299
6,10000,3.69521,541.24287
7,10000,3.41534,657.56393
8,10000,2.71567,736.46813
9,10000,2.50613,798.04676
10,10000,2.36925,844.14696
11,10000,2.13427,937.09419
12,10000,1.91090,1046.63055
13,10000,1.90702,1048.76447
14,10000,1.79356,1115.11029
15,10000,1.65830,1206.13125
16,10000,1.50652,1327.56865
