Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,20.59614,97.10561
4,10000,5.40553,369.99143
5,10000,4.25584,469.94394
6,10000,3.69900,540.68665
7,10000,3.46254,656.54829
8,10000,2.71444,736.80260
9,10000,2.49753,800.79190
10,10000,2.36999,843.88683
11,10000,2.12798,939.86457
12,10000,1.91292,1045.53125
13,10000,1.91045,1046.87533
14,10000,1.78827,1118.39829
15,10000,1.65966,1205.06930
16,10000,1.50812,1326.15319
