Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,41.79116,47.85728
4,10000,11.68828,171.11182
5,10000,9.46498,211.30629
6,10000,8.15211,245.33750
7,10000,6.43029,311.04503
8,10000,5.82834,343.15187
9,10000,5.68668,351.69919
10,10000,5.23728,381.87753
11,10000,4.21953,473.98816
12,10000,4.16746,479.91481
13,10000,4.18415,478.00677
14,10000,3.92783,509.18738
15,10000,3.75633,532.43451
16,10000,3.40311,644.67093
