Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,20.61107,97.03576
4,10000,5.74067,348.47399
5,10000,4.36097,458.62545
6,10000,4.07577,511.77400
7,10000,3.17213,630.59794
8,10000,2.80897,712.65657
9,10000,2.48366,805.29165
10,10000,2.30028,870.58932
11,10000,2.18861,913.82901
12,10000,1.84590,1083.47954
13,10000,1.84725,1082.68871
14,10000,1.62858,1228.05981
15,10000,1.53745,1300.86086
16,10000,1.49799,1335.12815
