Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,29.21434,68.45953
2,10000,15.61722,128.06374
3,10000,10.72914,197.82407
4,10000,7.57626,263.98401
5,10000,6.73398,297.35345
6,10000,5.18163,395.19968
7,10000,4.72090,423.91735
8,10000,4.27624,467.82774
9,10000,3.70508,539.81651
10,10000,3.35443,596.62078
