Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,29.92795,66.82751
2,10000,17.22563,116.52509
3,10000,10.61784,188.36452
4,10000,8.20516,243.74896
5,10000,6.68969,325.53391
6,10000,5.42962,390.34227
7,10000,4.31662,463.32560
8,10000,3.76089,531.80499
9,10000,3.33096,600.42622
10,10000,3.18840,662.50611
