Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,29.12262,68.67545
2,10000,17.81504,112.30602
3,10000,11.37078,175.91365
4,10000,8.59416,232.78820
5,10000,7.14194,280.90575
6,10000,5.68015,352.34376
7,10000,4.87919,410.45133
8,10000,4.28473,467.17850
9,10000,3.73715,535.20562
10,10000,3.45937,578.71183
