Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,14.69981,136.05886
2,10000,7.74674,258.20027
3,10000,5.56809,396.11589
4,10000,3.72437,537.01991
5,10000,3.26169,613.17959
6,10000,2.48549,804.67561
7,10000,2.27931,877.46802
8,10000,1.93418,1034.03331
9,10000,1.73456,1153.03357
10,10000,1.53791,1300.48057
