Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,30.11821,66.76078
2,10000,18.03039,110.92997
3,10000,11.15031,182.02269
4,10000,8.32370,240.29469
5,10000,6.40054,312.49004
6,10000,5.29138,377.97339
7,10000,4.43571,450.88642
8,10000,3.85649,518.60636
9,10000,3.41212,586.14686
10,10000,3.54837,654.70824
