Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,16.09466,124.29951
2,10000,8.37766,238.73023
3,10000,5.50595,363.27136
4,10000,4.13188,484.04941
5,10000,3.80431,526.33336
6,10000,2.76664,722.92015
7,10000,2.52176,793.11275
8,10000,2.42275,826.65444
9,10000,2.87173,958.23716
10,10000,1.90601,1049.57560
