Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,15.34662,131.58784
2,10000,8.98169,223.96792
3,10000,5.42019,369.04935
4,10000,4.13913,483.19707
5,10000,3.18971,627.01694
6,10000,2.66808,749.60427
7,10000,2.25638,886.38532
8,10000,1.95265,1024.27141
9,10000,1.72337,1160.53611
10,10000,1.54671,1293.08438
