Matrix Size,Elapsed Time (s),GFLOPS
2000,.24064,665.27481
4000,.16344,783.18670
6000,.54113,798.32070
8000,1.28343,797.88125
10000,2.49156,802.70954
12000,4.30025,803.67339
14000,6.89158,796.33400
16000,10.20575,802.68955
18000,14.46868,806.15459
20000,20.24198,799.81930
