Matrix Size,Elapsed Time (s),GFLOPS
2000,.29425,544.77763
4000,.16649,768.81313
6000,.53735,803.93983
8000,1.28054,799.67303
10000,2.52978,790.58174
12000,4.38979,787.28121
14000,6.89260,796.23124
16000,10.41165,786.87565
18000,14.81810,787.17283
20000,20.33675,789.62850
