Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,15.10197,133.97143
2,10000,7.87828,253.86418
4,10000,3.77840,529.32373
6,10000,2.49497,801.61015
8,10000,1.94143,1030.26075
10,10000,1.51097,1323.65291
12,10000,1.24343,1608.45334
14,10000,1.79910,1852.00667
16,10000,.94583,2114.52352
18,10000,.84603,2363.97653
20,10000,.76682,2608.14683
22,10000,.70072,2854.19220
24,10000,.64709,3090.76159
