Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,30.37047,65.85414
2,10000,17.98408,111.49453
4,10000,9.06137,221.83873
6,10000,6.11685,326.96591
8,10000,4.28571,466.67477
10,10000,3.50618,570.42262
12,10000,2.81358,710.84122
14,10000,2.57602,776.39333
16,10000,2.15594,927.66935
18,10000,1.97984,1010.17953
20,10000,1.76327,1134.25630
22,10000,1.69462,1180.20789
24,10000,1.62861,1228.06508
