Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,15.70667,127.33663
2,10000,8.41057,237.79598
4,10000,4.12190,485.21359
6,10000,2.75559,725.80725
8,10000,2.31785,863.16199
10,10000,1.80735,1106.58836
12,10000,1.44400,1385.05513
14,10000,1.23658,1617.37031
16,10000,1.15926,1725.23660
18,10000,1.87297,1839.44724
20,10000,.95582,2092.44790
22,10000,.89027,2246.52110
24,10000,.87737,2279.55608
