Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,30.36689,65.86137
2,10000,15.97235,126.39329
4,10000,7.85151,254.72858
6,10000,5.27907,378.85518
8,10000,4.15422,481.43748
10,10000,3.31797,603.01211
12,10000,2.69395,742.41989
14,10000,2.46099,812.67984
16,10000,2.16788,922.55801
18,10000,1.97980,1010.20572
20,10000,1.82988,1092.97038
22,10000,1.69264,1181.63211
24,10000,1.66431,1201.73416
