Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,29.47394,67.85655
2,10000,16.92621,119.04643
4,10000,7.85702,254.55311
6,10000,5.87788,393.09820
8,10000,3.78280,528.70904
10,10000,3.20221,665.17497
12,10000,2.51147,796.34843
14,10000,2.16035,925.78116
16,10000,1.88660,1060.11231
18,10000,1.67098,1196.91097
20,10000,1.52280,1313.39036
22,10000,1.39106,1437.75982
24,10000,1.28341,1558.37555
