Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,29.55648,67.66732
2,10000,15.71237,127.28820
4,10000,7.45333,268.33672
6,10000,4.89921,408.22895
8,10000,3.77517,529.77851
10,10000,2.96126,675.38595
12,10000,2.44981,816.38980
14,10000,2.12251,942.28039
16,10000,1.86962,1069.73522
18,10000,1.66953,1197.93697
20,10000,1.51750,1317.96285
22,10000,1.38975,1439.14952
24,10000,1.28267,1559.30385
