Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,15.14128,132.91860
2,10000,8.56252,233.57687
4,10000,3.95780,505.33096
6,10000,2.59461,770.82724
8,10000,1.92022,1041.55710
10,10000,1.53176,1305.68931
12,10000,1.27967,1562.90219
14,10000,1.27977,1814.96795
16,10000,.95567,2092.77265
18,10000,.85211,2347.09753
20,10000,.76984,2597.93731
22,10000,.70266,2846.30882
24,10000,.64651,3093.49682
