Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,15.68691,127.49662
2,10000,9.53419,209.78113
4,10000,4.76095,420.09468
6,10000,3.26860,612.54540
8,10000,2.34041,854.99462
10,10000,1.85402,1078.76914
12,10000,1.54386,1295.52006
14,10000,1.33096,1502.67679
16,10000,1.18875,1682.43371
18,10000,1.11843,1788.33849
20,10000,.96802,2066.07220
22,10000,.89807,2227.03792
24,10000,.88064,2271.09991
