Number of cores,Size,Elapsed Time (s),GFLOPS
1,10000,28.66290,69.77658
2,10000,17.14624,116.70340
4,10000,8.39568,243.29496
6,10000,5.51883,362.76353
8,10000,4.06034,504.35555
10,10000,3.46775,577.29542
12,10000,2.64347,756.73480
14,10000,2.29794,871.07180
16,10000,1.94009,1030.89174
18,10000,1.73989,1149.51360
20,10000,1.58257,1263.78342
22,10000,1.45819,1371.58555
24,10000,1.40786,1420.59771
